particle,row_type,theory,E,total,i4,i3,i2,i1,i0,i_minus_1,C,cts,di_over_2pi_percent,note
,max,199.6,189.2,115498,0.0,0.5,1.0,-3.0,-3.0,-3.0,-1.0,,,
,mean,182.8(-6.6)(16.8),182.7,-2345,,,,,,,,,,
,min,176.2,176.2,117844,0.0,0.5,1.0,-2.0,2.0,-2.5,-0.5,,,
,delta,,,2345,,,,,,,,10985,21.34729,∆ abs(i)
,max,199.6,199.5,128294,0.0,0.5,1.5,-2.0,-2.5,2.5,-0.5,,,
,mean,182.8(-6.6)(16.8),187.9,-5694,,,,,,,,,,
,min,176.2,176.2,133989,0.0,0.5,1.5,1.0,2.5,0.0,-0.5,,,
,delta,,,5694,,,,,,,,10985,51.83432,∆ abs(i)
,max,199.6,199.5,143067,0.0,0.5,2.0,0.0,1.0,-2.5,1.0,,,
,mean,182.8(-6.6)(16.8),187.9,-9470,,,,,,,,,,
,min,176.2,176.2,152538,0.0,1.0,-2.0,-1.0,2.0,2.5,-1.0,,,
,delta,,,9470,,,,,,,,21970,43.10423,∆ abs(i)
,max,199.6,199.5,162449,0.0,1.0,-1.5,-1.5,0.5,-1.0,-0.5,,,
,mean,182.8(-6.6)(16.8),187.9,-5582,,,,,,,,,,
,min,176.2,176.2,168032,0.0,1.0,-1.5,2.0,-2.0,-2.0,1.0,,,
,delta,,,5582,,,,,,,,10985,50.81475,∆ abs(i)
,max,199.6,199.5,178390,0.0,1.0,-1.0,1.5,-0.5,0.5,0.0,,,
,mean,182.8(-6.6)(16.8),191.5,-3016,,,,,,,,,,
,min,176.2,183.5,181407,0.0,1.0,-1.0,3.0,3.0,3.0,1.0,,,
,delta,,,3016,,,,,,,,10985,27.45562,∆ abs(i)
,max,199.6,199.5,453173,0.5,-2.0,-2.0,1.5,1.0,-3.0,-1.0,,,
,mean,182.8(-6.6)(16.8),188.4,-2858,,,,,,,,,,
,min,176.2,177.3,456032,0.5,-2.0,-2.0,3.0,3.0,3.0,1.0,,,
,delta,,,2858,,,,,,,,21970,13.00865,∆ abs(i)
,max,199.6,199.5,466872,0.5,-2.0,-1.5,3.0,2.0,1.5,1.0,,,
,mean,182.8(-6.6)(16.8),198.6,-144,,,,,,,,,,
,min,176.2,197.6,467017,0.5,-2.0,-1.5,3.0,3.0,3.0,1.0,,,
,delta,,,144,,,,,,,,10985,1.31088,∆ abs(i)
,total,,,29109,,,,,,,,98865,29.44318,Σ ∆i
Muon,particle,,,,,,,,,,,,,
,max,206.7682873,206.7682831,177473,0.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,,,
,mean,206.7682827(46),206.7682831,1,,,,,,,,,,
,min,206.768278,206.7682831,177473,0.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,,,
,delta,,,1,,,,,,,,10985,0.0091,∆ abs(i)
,total,,,1,,,,,,,,10985,0.0091,Σ ∆i
Pion π$^0$,particle,,,,,,,,,,,,,
,max,264.1439,264.1434,193277,0.0,1.0,0.0,-2.5,-3.0,0.5,1.0,,,
,mean,264.1430(9),264.1433,-1665,,,,,,,,,,
,min,264.142,264.1432,194943,0.0,1.0,0.0,-1.5,-3.0,-1.5,-1.0,,,
,delta,,,1665,,,,,,,,10985,15.15703,∆ abs(i)
,total,,,1665,,,,,,,,10985,15.15703,Σ ∆i
Pion π$^{+-}$,particle,,,,,,,,,,,,,
,max,273.13278,273.13259,223716,0.0,1.0,1.0,2.5,-3.0,2.5,0.5,,,
,mean,273.13243(35),273.13254,-832,,,,,,,,,,
,min,273.13208,273.13249,224549,0.0,1.0,1.0,3.0,-3.0,1.5,-0.5,,,
,delta,,,832,,,,,,,,10985,7.57396,∆ abs(i)
,total,,,832,,,,,,,,10985,7.57396,Σ ∆i
K$^{+-}$,particle,,,,,,,,,,,,,
,max,966.122,966.113,1005568,0.5,0.5,1.0,-3.0,-1.0,-0.5,-1.0,,,
,mean,966.102(21),966.112,215,,,,,,,,,,
,min,966.081,966.112,1005354,0.5,0.5,1.0,-3.0,-2.5,-2.5,-0.5,,,
,delta,,,215,,,,,,,,10985,1.95721,∆ abs(i)
,max,966.122,966.122,1020885,0.5,0.5,1.5,-0.5,0.0,-3.0,0.0,,,
,mean,966.102(21),966.102,354,,,,,,,,,,
,min,966.081,966.082,1020532,0.5,0.5,1.5,-0.5,-3.0,0.5,1.0,,,
,delta,,,354,,,,,,,,10985,3.22258,∆ abs(i)
,max,966.122,966.121,1037684,0.5,0.5,2.0,3.0,-1.0,0.0,-0.5,,,
,mean,966.102(21),966.101,685,,,,,,,,,,
,min,966.081,966.081,1037000,0.5,0.5,2.0,2.5,0.0,3.0,0.0,,,
,delta,,,685,,,,,,,,21970,3.11789,∆ abs(i)
,max,966.122,966.121,1054617,0.5,1.0,-1.5,0.0,-1.0,3.0,1.0,,,
,mean,966.102(21),966.101,-1205,,,,,,,,,,
,min,966.081,966.081,1055823,0.5,1.0,-1.5,0.5,2.0,0.5,-1.0,,,
,delta,,,1205,,,,,,,,10985,10.9695,∆ abs(i)
,max,966.122,966.086,1070797,0.5,1.0,-1.0,3.0,0.0,2.5,1.0,,,
,mean,966.102(21),966.086,1,,,,,,,,,,
,min,966.081,966.086,1070797,0.5,1.0,-1.0,3.0,0.0,2.5,1.0,,,
,delta,,,1,,,,,,,,10985,0.0091,∆ abs(i)
,max,966.122,966.119,1345435,1.0,-2.0,-2.0,3.0,0.5,-2.5,0.0,,,
,mean,966.102(21),966.103,1129,,,,,,,,,,
,min,966.081,966.087,1344307,1.0,-2.0,-2.0,2.5,-2.0,1.5,1.0,,,
,delta,,,1129,,,,,,,,21970,5.13883,∆ abs(i)
,total,,,3589,,,,,,,,87880,4.08398,Σ ∆i
KL$^0$,particle,,,,,,,,,,,,,
,max,973.825,973.818,1017782,0.5,0.5,1.5,-2.5,2.0,-1.5,1.0,,,
,mean,973.800(26),973.797,-4,,,,,,,,,,
,min,973.774,973.776,1017787,0.5,0.5,1.5,-2.5,2.0,-1.0,1.0,,,
,delta,,,4,,,,,,,,10985,0.03641,∆ abs(i)
,max,973.825,973.824,1034392,0.5,0.5,2.0,1.0,-0.5,2.0,1.0,,,
,mean,973.800(26),973.806,-1426,,,,,,,,,,
,min,973.774,973.787,1035819,0.5,0.5,2.0,2.0,-2.5,2.0,-0.5,,,
,delta,,,1426,,,,,,,,21970,6.49067,∆ abs(i)
,max,973.825,973.825,1053684,0.5,1.0,-1.5,-0.5,-1.5,1.0,-0.5,,,
,mean,973.800(26),973.8,-483,,,,,,,,,,
,min,973.774,973.775,1054168,0.5,1.0,-1.5,-0.5,2.5,-2.5,-1.0,,,
,delta,,,483,,,,,,,,10985,4.3969,∆ abs(i)
,max,973.825,973.823,1069165,0.5,1.0,-1.0,2.0,0.5,2.0,0.0,,,
,mean,973.800(26),973.8,-763,,,,,,,,,,
,min,973.774,973.777,1069929,0.5,1.0,-1.0,2.5,0.0,0.5,-0.5,,,
,delta,,,763,,,,,,,,10985,6.94584,∆ abs(i)
,max,973.825,973.821,1344398,1.0,-2.0,-2.0,2.5,-1.0,-2.0,-1.0,,,
,mean,973.800(26),973.798,1594,,,,,,,,,,
,min,973.774,973.775,1342805,1.0,-2.0,-2.0,1.5,-0.5,1.0,0.0,,,
,delta,,,1594,,,,,,,,21970,7.25535,∆ abs(i)
,total,,,4270,,,,,,,,76895,5.55303,Σ ∆i
KS$^0$,particle,,,,,,,,,,,,,
,max,973.825,973.818,1017782,0.5,0.5,1.5,-2.5,2.0,-1.5,1.0,,,
,mean,973.800(26),973.797,-4,,,,,,,,,,
,min,973.774,973.776,1017787,0.5,0.5,1.5,-2.5,2.0,-1.0,1.0,,,
,delta,,,4,,,,,,,,10985,0.03641,∆ abs(i)
,max,973.825,973.824,1034392,0.5,0.5,2.0,1.0,-0.5,2.0,1.0,,,
,mean,973.800(26),973.806,-1426,,,,,,,,,,
,min,973.774,973.787,1035819,0.5,0.5,2.0,2.0,-2.5,2.0,-0.5,,,
,delta,,,1426,,,,,,,,21970,6.49067,∆ abs(i)
,max,973.825,973.825,1053684,0.5,1.0,-1.5,-0.5,-1.5,1.0,-0.5,,,
,mean,973.800(26),973.8,-483,,,,,,,,,,
,min,973.774,973.775,1054168,0.5,1.0,-1.5,-0.5,2.5,-2.5,-1.0,,,
,delta,,,483,,,,,,,,10985,4.3969,∆ abs(i)
,max,973.825,973.823,1069165,0.5,1.0,-1.0,2.0,0.5,2.0,0.0,,,
,mean,973.800(26),973.8,-763,,,,,,,,,,
,min,973.774,973.777,1069929,0.5,1.0,-1.0,2.5,0.0,0.5,-0.5,,,
,delta,,,763,,,,,,,,10985,6.94584,∆ abs(i)
,max,973.825,973.821,1344398,1.0,-2.0,-2.0,2.5,-1.0,-2.0,-1.0,,,
,mean,973.800(26),973.798,1594,,,,,,,,,,
,min,973.774,973.775,1342805,1.0,-2.0,-2.0,1.5,-0.5,1.0,0.0,,,
,delta,,,1594,,,,,,,,21970,7.25535,∆ abs(i)
,total,,,4270,,,,,,,,76895,5.55303,Σ ∆i
Eta η,particle,,,,,,,,,,,,,
,max,1072.174,1072.141,1093208,0.5,1.0,0.5,-3.0,-3.0,1.5,-1.0,,,
,mean,1072.139(35),1072.125,-29,,,,,,,,,,
,min,1072.103,1072.11,1093238,0.5,1.0,0.5,-3.0,-2.5,-2.0,-1.0,,,
,delta,,,29,,,,,,,,10985,0.264,∆ abs(i)
,max,1072.174,1072.168,1108495,0.5,1.0,1.0,-0.5,-2.5,2.5,0.0,,,
,mean,1072.139(35),1072.136,-238,,,,,,,,,,
,min,1072.103,1072.105,1108734,0.5,1.0,1.0,-0.5,-0.5,0.5,-0.5,,,
,delta,,,238,,,,,,,,10985,2.16659,∆ abs(i)
,max,1072.174,1072.171,1124874,0.5,1.0,1.5,2.5,0.0,2.5,-0.5,,,
,mean,1072.139(35),1072.138,354,,,,,,,,,,
,min,1072.103,1072.105,1124521,0.5,1.0,1.5,2.5,-2.5,-0.5,0.5,,,
,delta,,,354,,,,,,,,10985,3.22258,∆ abs(i)
,max,1072.174,1072.172,1143036,0.5,1.5,-2.0,0.5,-3.0,-1.5,0.5,,,
,mean,1072.139(35),1072.138,1215,,,,,,,,,,
,min,1072.103,1072.104,1141822,0.5,1.5,-2.0,-0.5,0.5,0.5,1.0,,,
,delta,,,1215,,,,,,,,21970,5.53027,∆ abs(i)
,max,1072.174,1072.17,1158177,0.5,1.5,-1.5,2.5,3.0,-2.0,1.0,,,
,mean,1072.139(35),1072.139,-224,,,,,,,,,,
,min,1072.103,1072.109,1158402,0.5,1.5,-1.5,3.0,-2.0,1.0,1.0,,,
,delta,,,224,,,,,,,,10985,2.03914,∆ abs(i)
,max,1072.174,1072.171,1380457,1.0,-2.0,0.0,-2.5,3.0,2.5,1.0,,,
,mean,1072.139(35),1072.139,-663,,,,,,,,,,
,min,1072.103,1072.106,1381121,1.0,-2.0,0.0,-2.0,2.0,-2.5,0.5,,,
,delta,,,663,,,,,,,,10985,6.0355,∆ abs(i)
,max,1072.174,1072.169,1398748,1.0,-2.0,0.5,2.0,1.0,-1.0,-1.0,,,
,mean,1072.139(35),1072.138,939,,,,,,,,,,
,min,1072.103,1072.108,1397810,1.0,-2.0,0.5,1.5,0.0,2.5,0.0,,,
,delta,,,939,,,,,,,,10985,8.54802,∆ abs(i)
,total,,,3662,,,,,,,,87880,4.16705,Σ ∆i
Rho ρ$^{+-}$,particle,,,,,,,,,,,,,
,max,1507.0,1506.0,1710022,1.0,-0.5,1.5,-2.0,-3.0,-2.5,1.0,,,
,mean,1506(1),1505.0,22,,,,,,,,,,
,min,1505.0,1505.0,1710001,1.0,-0.5,1.5,-2.5,3.0,2.0,0.5,,,
,delta,,,22,,,,,,,,10985,0.20027,∆ abs(i)
,max,1507.0,1506.0,1726197,1.0,-0.5,2.0,1.0,-2.5,3.0,1.0,,,
,mean,1506(1),1506.0,-1455,,,,,,,,,,
,min,1505.0,1505.0,1727653,1.0,-0.5,2.0,1.5,2.5,-0.5,-1.0,,,
,delta,,,1455,,,,,,,,21970,6.62267,∆ abs(i)
,max,1507.0,1506.0,1744470,1.0,0.0,-1.5,-1.5,2.0,-2.5,0.0,,,
,mean,1506(1),1506.0,64,,,,,,,,,,
,min,1505.0,1505.0,1744407,1.0,0.0,-1.5,-1.5,1.5,-2.5,1.0,,,
,delta,,,64,,,,,,,,10985,0.58261,∆ abs(i)
,max,1507.0,1506.0,1761933,1.0,0.0,-1.0,2.5,-0.5,2.0,-1.0,,,
,mean,1506(1),1506.0,609,,,,,,,,,,
,min,1505.0,1505.0,1761325,1.0,0.0,-1.0,2.0,1.5,-0.5,0.0,,,
,delta,,,609,,,,,,,,10985,5.54392,∆ abs(i)
,total,,,2150,,,,,,,,54925,3.91443,Σ ∆i
Rho ρ$^0$,particle,,,,,,,,,,,,,
,max,1517.63,1517.61,1708538,1.0,-0.5,1.5,-3.0,-1.5,-1.0,-1.0,,,
,mean,1517.14(49),1517.15,-119,,,,,,,,,,
,min,1516.65,1516.68,1708658,1.0,-0.5,1.5,-3.0,-0.5,-2.0,-1.0,,,
,delta,,,119,,,,,,,,10985,1.0833,∆ abs(i)
,max,1517.63,1517.62,1724263,1.0,-0.5,2.0,-0.5,2.5,-1.5,-1.0,,,
,mean,1517.14(49),1517.14,-380,,,,,,,,,,
,min,1516.65,1516.65,1724644,1.0,-0.5,2.0,0.0,-1.0,-2.5,-0.5,,,
,delta,,,380,,,,,,,,21970,1.72963,∆ abs(i)
,max,1517.63,1517.61,1743088,1.0,0.0,-1.5,-2.0,-2.5,2.5,-1.0,,,
,mean,1517.14(49),1517.14,1482,,,,,,,,,,
,min,1516.65,1516.66,1741607,1.0,0.0,-1.5,-3.0,-0.5,-3.0,1.0,,,
,delta,,,1482,,,,,,,,10985,13.49112,∆ abs(i)
,max,1517.63,1517.62,1758365,1.0,0.0,-1.0,0.5,-2.0,2.5,0.0,,,
,mean,1517.14(49),1517.14,-562,,,,,,,,,,
,min,1516.65,1516.65,1758928,1.0,0.0,-1.0,0.5,2.5,0.5,-1.0,,,
,delta,,,562,,,,,,,,10985,5.11607,∆ abs(i)
,max,1517.63,1517.62,1773976,1.0,0.0,-0.5,3.0,1.5,-3.0,0.5,,,
,mean,1517.14(49),1517.15,85,,,,,,,,,,
,min,1516.65,1516.67,1773892,1.0,0.0,-0.5,3.0,0.5,1.5,1.0,,,
,delta,,,85,,,,,,,,10985,0.77378,∆ abs(i)
,total,,,2628,,,,,,,,65910,3.98726,Σ ∆i
Omega ω,particle,,,,,,,,,,,,,
,max,1531.87,1531.86,1720220,1.0,-0.5,2.0,-2.5,-2.5,-3.0,0.0,,,
,mean,1531.62(25),1531.62,-293,,,,,,,,,,
,min,1531.37,1531.37,1720514,1.0,-0.5,2.0,-2.5,-0.5,0.5,-0.5,,,
,delta,,,293,,,,,,,,21970,1.33364,∆ abs(i)
,max,1531.87,1531.86,1754186,1.0,0.0,-1.0,-2.0,-1.5,0.5,0.5,,,
,mean,1531.62(25),1531.61,-94,,,,,,,,,,
,min,1531.37,1531.37,1754281,1.0,0.0,-1.0,-2.0,-0.5,-3.0,0.5,,,
,delta,,,94,,,,,,,,10985,0.85571,∆ abs(i)
,max,1531.87,1531.86,1769732,1.0,0.0,-0.5,0.5,1.0,1.5,1.0,,,
,mean,1531.62(25),1531.61,-2180,,,,,,,,,,
,min,1531.37,1531.37,1771913,1.0,0.0,-0.5,2.0,-1.5,-1.0,-1.0,,,
,delta,,,2180,,,,,,,,10985,19.84524,∆ abs(i)
,total,,,2567,,,,,,,,43940,5.84206,Σ ∆i
K*$^{+-}$,particle,,,,,,,,,,,,,
,max,1745.3,1745.2,1895129,1.0,0.5,1.0,-3.0,-3.0,3.0,-0.5,,,
,mean,1745.2(1),1745.1,-268,,,,,,,,,,
,min,1745.1,1745.1,1895398,1.0,0.5,1.0,-3.0,-0.5,-2.5,-1.0,,,
,delta,,,268,,,,,,,,10985,2.43969,∆ abs(i)
,max,1745.3,1745.2,1909892,1.0,0.5,1.5,-1.0,0.5,-3.0,1.0,,,
,mean,1745.2(1),1745.1,-459,,,,,,,,,,
,min,1745.1,1745.1,1910352,1.0,0.5,1.5,-0.5,-2.5,-2.5,1.0,,,
,delta,,,459,,,,,,,,10985,4.17843,∆ abs(i)
,max,1745.3,1745.2,1928441,1.0,1.0,-2.0,-3.0,0.0,-0.5,0.5,,,
,mean,1745.2(1),1745.2,2365,,,,,,,,,,
,min,1745.1,1745.1,1926077,1.0,0.5,2.0,2.0,1.5,-3.0,1.0,,,
,delta,,,2365,,,,,,,,21970,10.76468,∆ abs(i)
,max,1745.3,1745.2,1945062,1.0,1.0,-1.5,0.5,-2.0,-2.5,1.0,,,
,mean,1745.2(1),1745.1,253,,,,,,,,,,
,min,1745.1,1745.1,1944810,1.0,1.0,-1.5,0.0,2.5,-1.5,0.0,,,
,delta,,,253,,,,,,,,10985,2.30314,∆ abs(i)
,max,1745.3,1745.2,1960890,1.0,1.0,-1.0,3.0,2.5,1.0,0.0,,,
,mean,1745.2(1),1745.2,774,,,,,,,,,,
,min,1745.1,1745.1,1960117,1.0,1.0,-1.0,2.5,3.0,1.5,1.0,,,
,delta,,,774,,,,,,,,10985,7.04597,∆ abs(i)
,max,1745.3,1745.2,2235359,1.5,-2.0,-2.0,3.0,1.5,-1.5,-0.5,,,
,mean,1745.2(1),1745.1,1074,,,,,,,,,,
,min,1745.1,1745.1,2234286,1.5,-2.0,-2.0,2.5,-0.5,1.5,0.5,,,
,delta,,,1074,,,,,,,,21970,4.88848,∆ abs(i)
,total,,,5193,,,,,,,,87880,5.90919,Σ ∆i
K*$^0$,particle,,,,,,,,,,,,,
,max,1752.6,1752.6,1908052,1.0,0.5,1.5,-2.0,-1.0,1.5,1.0,,,
,mean,1752.6(1),1752.6,-787,,,,,,,,,,
,min,1752.5,1752.5,1908840,1.0,0.5,1.5,-1.5,-1.5,2.5,0.0,,,
,delta,,,787,,,,,,,,10985,7.16431,∆ abs(i)
,max,1752.6,1752.6,1928094,1.0,1.0,-2.0,-3.0,-2.5,-2.5,-0.5,,,
,mean,1752.6(1),1752.5,2416,,,,,,,,,,
,min,1752.5,1752.5,1925679,1.0,0.5,2.0,2.0,-2.0,3.0,-0.5,,,
,delta,,,2416,,,,,,,,21970,10.99681,∆ abs(i)
,max,1752.6,1752.6,1943335,1.0,1.0,-1.5,-0.5,-2.5,0.5,0.0,,,
,mean,1752.6(1),1752.6,113,,,,,,,,,,
,min,1752.5,1752.5,1943223,1.0,1.0,-1.5,-1.0,3.0,2.5,-1.0,,,
,delta,,,113,,,,,,,,10985,1.02868,∆ abs(i)
,max,1752.6,1752.6,1960279,1.0,1.0,-1.0,3.0,-2.0,-1.5,-0.5,,,
,mean,1752.6(1),1752.6,106,,,,,,,,,,
,min,1752.5,1752.5,1960174,1.0,1.0,-1.0,3.0,-3.0,1.0,-0.5,,,
,delta,,,106,,,,,,,,10985,0.96495,∆ abs(i)
,max,1752.6,1752.6,2234188,1.5,-2.0,-2.0,2.5,-1.0,-1.5,-1.0,,,
,mean,1752.6(1),1752.5,511,,,,,,,,,,
,min,1752.5,1752.5,2233678,1.5,-2.0,-2.0,2.0,1.5,-0.5,-1.0,,,
,delta,,,511,,,,,,,,21970,2.3259,∆ abs(i)
,total,,,3933,,,,,,,,76895,5.11477,Σ ∆i
Proton,particle,,,,,,,,,,,,,
,max,1836.152673458,1836.152673408,2001257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
,mean,1836.152673426(32),1836.152673408,1,,,,,,,,,,
,min,1836.152673394,1836.152673408,2001257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
,delta,,,1,,,,,,,,10985,0.0091,∆ abs(i)
,total,,,1,,,,,,,,10985,0.0091,Σ ∆i
H,particle,,,,,,,,,,,,,
,max,1837.67,1837.66,1984882,1.0,1.0,0.5,-2.0,-1.5,1.5,1.0,,,
,mean,1837.47(-0.29)(0.20),1837.42,-208,,,,,,,,,,
,min,1837.18,1837.18,1985091,1.0,1.0,0.5,-2.0,0.0,3.0,0.5,,,
,delta,,,208,,,,,,,,10985,1.89349,∆ abs(i)
,max,1837.67,1837.66,2002698,1.0,1.0,1.0,2.0,-1.0,2.5,-1.0,,,
,mean,1837.47(-0.29)(0.20),1837.42,1577,,,,,,,,,,
,min,1837.18,1837.18,2001122,1.0,1.0,1.0,1.0,0.0,0.5,1.0,,,
,delta,,,1577,,,,,,,,10985,14.35594,∆ abs(i)
,max,1837.67,1837.66,2036839,1.0,1.5,-2.0,2.5,2.0,-2.5,-0.5,,,
,mean,1837.47(-0.29)(0.20),1837.42,406,,,,,,,,,,
,min,1837.18,1837.18,2036434,1.0,1.5,-2.0,2.5,-1.5,2.5,-0.5,,,
,delta,,,406,,,,,,,,21970,1.84797,∆ abs(i)
,max,1837.67,1837.66,2258567,1.5,-2.0,-0.5,-2.5,-2.0,-1.5,1.0,,,
,mean,1837.47(-0.29)(0.20),1837.42,-586,,,,,,,,,,
,min,1837.18,1837.18,2259154,1.5,-2.0,-0.5,-2.5,2.5,-1.0,-0.5,,,
,delta,,,586,,,,,,,,10985,5.33455,∆ abs(i)
,max,1837.67,1837.66,2275224,1.5,-2.0,0.0,0.5,2.5,0.5,-0.5,,,
,mean,1837.47(-0.29)(0.20),1837.42,-718,,,,,,,,,,
,min,1837.18,1837.18,2275943,1.5,-2.0,0.0,1.0,1.5,1.0,-1.0,,,
,delta,,,718,,,,,,,,10985,6.53619,∆ abs(i)
,max,1837.67,1837.66,2290422,1.5,-2.0,0.5,3.0,2.5,-1.0,1.0,,,
,mean,1837.47(-0.29)(0.20),1837.43,-34,,,,,,,,,,
,min,1837.18,1837.2,2290457,1.5,-2.0,0.5,3.0,2.5,2.5,1.0,,,
,delta,,,34,,,,,,,,10985,0.30951,∆ abs(i)
,total,,,3529,,,,,,,,76895,4.58938,Σ ∆i
Neutron,particle,,,,,,,,,,,,,
,max,1838.68366273,1838.68366244,2001255,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,
,mean,1838.68366200(74),1838.68366244,1,,,,,,,,,,
,min,1838.68366126,1838.68366244,2001255,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,
,delta,,,1,,,,,,,,10985,0.0091,∆ abs(i)
,total,,,1,,,,,,,,10985,0.0091,Σ ∆i
Eta η`,particle,,,,,,,,,,,,,
,max,1874.42,1874.42,2009298,1.0,1.0,1.5,-0.5,-2.0,-0.5,-1.0,,,
,mean,1874.32(11),1874.32,854,,,,,,,,,,
,min,1874.21,1874.21,2008445,1.0,1.0,1.5,-1.0,-2.0,-1.5,0.0,,,
,delta,,,854,,,,,,,,10985,7.77424,∆ abs(i)
,max,1874.42,1874.42,2026929,1.0,1.5,-2.0,-3.0,-3.0,1.0,-0.5,,,
,mean,1874.32(11),1874.32,3083,,,,,,,,,,
,min,1874.21,1874.21,2023847,1.0,1.0,2.0,1.5,-0.5,-2.0,1.0,,,
,delta,,,3083,,,,,,,,21970,14.03277,∆ abs(i)
,max,1874.42,1874.42,2041936,1.0,1.5,-1.5,-1.0,2.0,0.0,0.5,,,
,mean,1874.32(11),1874.31,-926,,,,,,,,,,
,min,1874.21,1874.21,2042863,1.0,1.5,-1.5,-0.5,2.5,2.0,-1.0,,,
,delta,,,926,,,,,,,,10985,8.42968,∆ abs(i)
,max,1874.42,1874.42,2058516,1.0,1.5,-1.0,2.5,-0.5,0.5,0.5,,,
,mean,1874.32(11),1874.32,51,,,,,,,,,,
,min,1874.21,1874.21,2058466,1.0,1.5,-1.0,2.5,-1.0,2.0,0.5,,,
,delta,,,51,,,,,,,,10985,0.46427,∆ abs(i)
,max,1874.42,1874.42,2281150,1.5,-2.0,0.5,-2.5,2.5,1.5,0.0,,,
,mean,1874.32(11),1874.31,-315,,,,,,,,,,
,min,1874.21,1874.21,2281466,1.5,-2.0,0.5,-2.0,-1.5,0.5,0.5,,,
,delta,,,315,,,,,,,,10985,2.86755,∆ abs(i)
,max,1874.42,1874.42,2297681,1.5,-2.0,1.0,1.0,0.0,-3.0,0.5,,,
,mean,1874.32(11),1874.32,-787,,,,,,,,,,
,min,1874.21,1874.21,2298469,1.5,-2.0,1.0,1.5,-0.5,-2.0,-0.5,,,
,delta,,,787,,,,,,,,10985,7.16431,∆ abs(i)
,max,1874.42,1874.42,2332944,1.5,-1.5,-2.0,2.5,-2.0,0.5,-0.5,,,
,mean,1874.32(11),1874.31,1864,,,,,,,,,,
,min,1874.21,1874.21,2331081,1.5,-1.5,-2.0,1.0,3.0,2.5,0.5,,,
,delta,,,1864,,,,,,,,120835,1.5426,∆ abs(i)
,total,,,7880,,,,,,,,197730,3.98523,Σ ∆i
Phi ,particle,,,,,,,,,,,,,
,max,1995.066,1995.051,2092858,1.0,1.5,1.0,-3.0,-3.0,3.0,-1.0,,,
,mean,1995.035(31),1995.046,-19,,,,,,,,,,
,min,1995.004,1995.04,2092878,1.0,1.5,1.0,-3.0,-2.5,-1.5,-1.0,,,
,delta,,,19,,,,,,,,10985,0.17296,∆ abs(i)
,max,1995.066,1995.064,2108404,1.0,1.5,1.5,-0.5,0.0,-2.5,-0.5,,,
